Gender,PROGN,IMMIG,LANGN,REPEAT,FAMSUP,ESCS,municipality_size,degree_of_competition,external_evaluation,math_grouping,additional_math_classes,track_student_attendance,SCHLTYPE,SCHSIZE,PROATCE,PROPSUPP,INSTLEAD,RATCMP1,STAFFSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP,SCHAUTO_ORDINAL,EDUSHORT_binned
Female,Academic,Native student,Italian,Never repeated,,1.0283,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,1.8377,0.5325,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,1.5504,1.0692,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,1.6547,1.1704,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.8629,-0.7455,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,0.4373,1.1631,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-1.0863,1.0901,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,1.6646,0.6934,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,,0.0054,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Immig student,Italian,Never repeated,0.0445,-0.2051,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Immig student,Other,Never repeated,,0.6537,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,1.5711,-0.8603,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,0.4416,1.0371,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,0.7551,0.4057,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.7661,1.3097,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.8518,1.0377,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,1.5936,0.8802,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,1.0705,0.5966,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,0.8633,-0.0231,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.7863,1.1145,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.0275,-0.1231,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,1.8377,-1.2389,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,1.0009,0.2132,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.3943,0.8255,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,0.5503,-0.2718,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.9552,-0.7929,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,0.4418,-0.0801,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.4667,0.9324,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,0.8929,0.583,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.0285,-0.2042,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
Male,Academic,Native student,Italian,Never repeated,-0.6888,1.3496,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,189.0,0.8285,0.7407,2.8888,,0.3399,0.2742,-0.1563,21-25 students,Some support from education authorities,0.3285,-0.5445,3.0,Low
