Gender,PROGN,IMMIG,LANGN,REPEAT,FAMSUP,ESCS,municipality_size,degree_of_competition,external_evaluation,math_grouping,additional_math_classes,track_student_attendance,SCHLTYPE,SCHSIZE,PROATCE,PROPSUPP,INSTLEAD,RATCMP1,STAFFSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP,SCHAUTO_ORDINAL,EDUSHORT_binned
Male,Technical,Native student,Italian,Never repeated,-0.2406,-0.3715,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.9405,-0.32,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,1.0281,-1.5245,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,,-0.4203,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,1.6687,-0.1956,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.5523,-1.2467,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,0.3057,0.4589,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Repeated at lease once,0.0327,-0.2876,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,0.37,-2.1066,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.0556,-1.9453,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-0.3124,-1.0116,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.763,0.1822,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-1.0415,-0.3913,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-0.5926,-1.3084,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.539,-0.2495,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Other,Never repeated,1.7065,-0.1414,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-1.1486,0.4436,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,0.4628,0.0387,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-2.6973,-0.4355,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.5788,0.1222,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Other,Never repeated,0.6878,-1.6978,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-0.1294,-1.4058,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Immig student,Italian,Never repeated,0.2955,-0.7318,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,0.8999,0.7098,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.7666,-0.581,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.6035,-0.0977,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.5875,-0.6733,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,,-0.2666,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,0.9387,-0.871,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,1.6646,-0.6936,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.5936,-0.4365,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-0.908,-0.1968,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.4745,-0.7887,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.9884,-0.6464,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,1.7459,1.015,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.0759,-1.7622,A city (100 000 to about 1 000 000 people),There is one other school in this area that competes for our students.,No,For all classes,Yes,Yes,Public,455.0,0.9691,0.5,-0.093,0.7092,1.2579,0.2183,0.83,21-25 students,Some support from education authorities,-0.5687,0.1942,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-0.6275,0.5214,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.7965,0.7128,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.6687,1.143,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,0.2457,0.1504,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.7865,-0.4087,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Native student,Italian,Never repeated,0.0768,0.6589,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-1.1409,-0.746,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,0.2148,-0.2773,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,,-0.5297,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Repeated at lease once,-1.149,-1.4489,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Native student,Italian,Never repeated,0.33,0.8361,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Repeated at lease once,1.0447,0.7192,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.0722,0.2242,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,0.6958,0.0751,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Immig student,Other,Repeated at lease once,-1.9013,-0.0994,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,0.3972,1.0546,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Native student,Italian,Never repeated,,0.8849,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Immig student,Other,Repeated at lease once,1.1296,-0.6471,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.0029,0.1713,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.6704,-0.6154,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.5402,1.2593,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-1.0676,1.1109,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Native student,Italian,Never repeated,0.0754,0.2269,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.9797,0.3393,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Repeated at lease once,1.6483,-0.2433,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.5825,-1.2528,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-1.3615,-1.1305,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.0477,1.1331,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Native student,Italian,Never repeated,-0.1286,0.1227,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,,1.6839,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.1919,1.3792,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-1.1989,0.2078,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,1.4425,0.0794,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.2255,1.3486,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,-0.5843,-1.0777,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Native student,Italian,Never repeated,0.8894,0.7988,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Technical,Immig student,Italian,Never repeated,-1.0527,0.1691,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Male,Technical,Native student,Italian,Never repeated,0.1181,0.3234,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,2000.0,0.8,0.5,2.8888,0.8602,-1.4551,-1.4363,-0.5111,21-25 students,A lot of support from education authorities,0.0436,-0.4313,2.0,Low
Female,Academic,Immig student,Other,Repeated at lease once,-1.113,-0.5435,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,No,For all classes,Yes,Yes,Public,696.0,0.3798,0.2174,0.6515,1.2658,0.6798,-0.4084,1.189,16-20 students,Some support from education authorities,-0.5687,-0.8382,2.0,Low
Female,Academic,Immig student,Other,Never repeated,-0.0359,-0.4422,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,No,For all classes,Yes,Yes,Public,696.0,0.3798,0.2174,0.6515,1.2658,0.6798,-0.4084,1.189,16-20 students,Some support from education authorities,-0.5687,-0.8382,2.0,Low
Female,Academic,Native student,Italian,Never repeated,,0.2894,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,No,For all classes,Yes,Yes,Public,696.0,0.3798,0.2174,0.6515,1.2658,0.6798,-0.4084,1.189,16-20 students,Some support from education authorities,-0.5687,-0.8382,2.0,Low
Female,Academic,Native student,Italian,Never repeated,1.6582,-0.1047,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,No,For all classes,Yes,Yes,Public,696.0,0.3798,0.2174,0.6515,1.2658,0.6798,-0.4084,1.189,16-20 students,Some support from education authorities,-0.5687,-0.8382,2.0,Low
Female,Academic,Immig student,Italian,Repeated at lease once,,-1.4162,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,No,For all classes,Yes,Yes,Public,696.0,0.3798,0.2174,0.6515,1.2658,0.6798,-0.4084,1.189,16-20 students,Some support from education authorities,-0.5687,-0.8382,2.0,Low
Male,Academic,Native student,Other,Repeated at lease once,-0.4547,-0.4413,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,No,For all classes,Yes,Yes,Public,696.0,0.3798,0.2174,0.6515,1.2658,0.6798,-0.4084,1.189,16-20 students,Some support from education authorities,-0.5687,-0.8382,2.0,Low
Female,Academic,Native student,Italian,Never repeated,-0.6627,-0.1321,A town (15 000 to about 100 000 people),There are two or more other schools in this area that compete for our students.,No,For all classes,Yes,Yes,Public,696.0,0.3798,0.2174,0.6515,1.2658,0.6798,-0.4084,1.189,16-20 students,Some support from education authorities,-0.5687,-0.8382,2.0,Low
